ruby-paint 1.0.1-1
ruby-rainbow 2.1.0-1
ruby-rspec 3.4.0-2
ruby-rspec-core 3.4.4-1
ruby-rspec-expectations 3.4.0-2
ruby-rspec-mocks 3.4.1-1
ruby-rspec-support 3.4.1-2
ruby-term-ansicolor 1.3.2-1
ruby-tins 1.10.2-1
ruby-trollop 2.1.2-3
run-parts 4.7-1
rust 1:1.9.0-1
rxvt 2.7.10-7
s-nail 14.8.8-1
samba 4.4.4-1
sane 1.0.25-1
sbc 1.3-1
schroedinger 1.0.11-3
screenfetch 3.7.0-1
scrnsaverproto 1.2.2-2
scrot 0.8.13-1
sdl 1.2.15-7
sdl_image 1.2.12-3
sdl_mixer 1.2.12-4
sdl_ttf 2.0.11-3
sed 4.2.2-4
semver 5.1.0-1
serf 1.3.8-2
sfml 2.3.2-4
shadow 4.2.1-3
shared-mime-info 1.6-2
siji-git r21.95369af-1
sip 4.18-1
skype 4.3.0.37-7
sl 5.02-4
slang 2.3.0-1
smbclient 4.4.4-1
smpeg 0.4.5-2
snappy 1.1.3-2
sound-theme-freedesktop 0.8-2
soundtouch 1.9.2-1
source-highlight 3.1.8-8
spandsp 0.0.6-1
speech-dispatcher 0.8.4-2
speex 1.2rc2-1
speexdsp 1.2rc3-2
splix 2.0.0-13
sqlite 3.13.0-1
startup-notification 0.12-4
subversion 1.9.4-1
sudo 1.8.16-1
suitesparse 4.4.5-1
swig 3.0.9-1
sxhkd 0.5.6-1
sysfsutils 2.1.0-9
system-config-printer 1.5.7-2
systemd 230-4
systemd-sysvcompat 230-4
t1lib 5.1.2-5
taglib 1.11-1
talloc 2.1.7-1
tar 1.29-1
tcl 8.6.5-2
tdb 1.3.8-1
telepathy-glib 0.24.1-1
telepathy-logger 0.8.2-2
telepathy-mission-control 5.16.3-2
terminus-font 4.40-2
termite 11-3
termite-terminfo 11-3
tesseract 3.04.01-1
tesseract-data-eng 3.04.00-1
tevent 0.9.28-1
texinfo 6.1-4
texlive-bibtexextra 2015.38806-1
texlive-bin 2015.37497-12
texlive-core 2015.38835-1
texlive-fontsextra 2015.38746-1
texlive-formatsextra 2015.36217-1
texlive-games 2015.38457-1
texlive-genericextra 2015.38503-1
texlive-htmlxml 2015.38712-1
texlive-humanities 2015.38717-1
texlive-latexextra 2015.38831-1
texlive-music 2015.38340-1
texlive-pictures 2015.38755-1
texlive-plainextra 2015.38696-1
texlive-pstricks 2015.38821-1
texlive-publishers 2015.38832-1
texlive-science 2015.38824-1
thin-provisioning-tools 0.6.1-2
thunar 1.6.10-3
tmux 2.2-1
totem 3.20.1-1
totem-plparser 3.10.6-1
tracker 1.8.0-2
transmission-gtk 2.92-1
tree 1.7.0-1
tslib 1.1-1
ttf-bitstream-vera 1.10-10
ttf-dejavu 2.35-1
ttf-font-awesome 4.6.1-1
ttf-freefont 20120503-4
ttf-liberation 2.00.1-6
tzdata 2016e-1
udisks2 2.1.7-1
uncrustify 0.63-1
unrar 1:5.3.11-1
unzip 6.0-12
upower 0.99.4-2
usb_modeswitch 2.3.0-1
usbutils 008-1
util-linux 2.28-1
v4l-utils 1.10.0-1
vagrant 1.8.4-1
vagrant-substrate 526.6bb2e80-1
valgrind 3.11.0-3
vi 1:070224-2
vid.stab 1.1-1
videoproto 2.3.3-1
virtualbox 5.0.22-1
virtualbox-host-dkms 5.0.22-1
visual-studio-code 1.2.0-1
vte 0.28.2-7
vte-common 0.44.2-1
vte3-ng 0.44.1.b-1
wavpack 4.80.0-1
wayland 1.11.0-1
wayland-protocols 1.4-1
webkit2gtk 2.12.3-1
webkitgtk 2.4.11-1
webrtc-audio-processing 0.1-3
wget 1.17.1-2
which 2.21-2
whois 5.2.11-1
wifi-radar 2.0.s10-1
wildmidi 0.3.9-1
wireless-regdb 2015.07.20-1
wireless_tools 30.pre9-1
wpa_actiond 1.4-2
wpa_supplicant 1:2.5-3
wxgtk 3.0.2-5
x265 1.9-1
xapian-core 1:1.2.23-1
xbitmaps 1.1.1-3
xcb-proto 1.12-2
xcb-util 0.4.0-1
xcb-util-cursor 0.1.3-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xdg-user-dirs 0.15-4
xdg-user-dirs-gtk 0.10-2
xdg-utils 1.1.1-2
xdotool 3.20150503.1-1
xextproto 7.3.0-1
xf86-input-evdev 2.10.3-1
xf86-input-synaptics 1.8.99.1-1
xf86-video-fbdev 0.4.4-5
xf86-video-intel 1:2.99.917+662+gb617f80-1
xf86-video-vesa 2.3.4-2
xf86dgaproto 2.1-3
xf86vidmodeproto 2.3.1-3
xfconf 4.12.0-4
xfsprogs 4.5.0-1
xineramaproto 1.2.1-3
xkeyboard-config 2.18-1
xorg-bdftopcf 1.0.5-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-4
xorg-iceauth 1.0.7-1
xorg-luit 1.1.1-2
xorg-mkfontdir 1.0.7-2
xorg-mkfontscale 1.1.2-1
xorg-server 1.18.3-2
xorg-server-common 1.18.3-2
xorg-server-utils 7.6-4
xorg-server-xvfb 1.18.3-2
xorg-server-xwayland 1.18.3-2
xorg-sessreg 1.1.0-1
xorg-setxkbmap 1.3.1-1
xorg-smproxy 1.0.6-1
xorg-x11perf 1.6.0-1
xorg-xauth 1.0.9-1
xorg-xbacklight 1.2.1-1
xorg-xcmsdb 1.0.5-1
xorg-xcursorgen 1.0.6-1
xorg-xdpyinfo 1.3.2-1
xorg-xdriinfo 1.0.5-1
xorg-xev 1.2.2-1
xorg-xgamma 1.0.6-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-4
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.3.1-1
xorg-xkbevd 1.1.4-1
xorg-xkbutils 1.0.4-2
xorg-xkill 1.0.4-1
xorg-xlsatoms 1.1.2-1
xorg-xlsclients 1.1.3-1
xorg-xmodmap 1.0.9-1
xorg-xpr 1.0.4-2
xorg-xprop 1.2.2-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.0-2
xorg-xrefresh 1.0.5-1
xorg-xset 1.2.3-1
xorg-xsetroot 1.1.1-2
xorg-xvinfo 1.1.3-1
xorg-xwd 1.0.6-1
xorg-xwininfo 1.1.3-1
xorg-xwud 1.0.4-2
xproto 7.0.29-1
xsel 1.2.0-6
xterm 325-1
xvidcore 1.3.4-1
xz 5.2.2-1
yajl 2.1.0-1
yaourt 1.8.1-1
yasm 1.3.0-1
yelp-tools 3.18.0-1
yelp-xsl 3.20.1-1
zd1211-firmware 1.5-1
zeitgeist 0.9.16-1
zenity 3.20.0-1
zeromq 4.1.4-1
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.3.0-5
zlib 1.2.8-4
zsh 5.2-1
zsh-completions 0.18.0-1
zuki-themes 20150516-1
zziplib 0.13.62-2
